X,Y,NO_TUGU,X,Y,X_TM3,Y_TM3,icon_url
119.807497044444,-0.419824725,19270.000000,119.807497,-0.419825,345544.18606500002,1453570.64914000011,./0.png
119.763224377778,-0.480041369444444,19271.000000,119.763224,-0.480041,340613.99782799999,1446912.08019999997,./0.png
122.013846302778,-2.64391363055556,19272.000000,122.013846,-2.643914,,,./0.png
121.971204455556,-2.48228912222222,19273.000000,121.971204,-2.482289,252400.70093799999,1225539.06958999997,./0.png
121.905051908333,-2.43956331944444,19274.000000,121.905052,-2.439563,245045.45051100000,1230265.61421000003,./0.png
121.873145955556,-2.40582879722222,19275.000000,121.873146,-2.405829,,,./0.png
121.850696125,-2.35762519166667,19276.000000,121.850696,-2.357625,,,./0.png
121.825325172222,-2.29910765,19277.000000,121.825325,-2.299108,,,./0.png
121.780454180556,-2.27476935555556,19278.000000,121.780454,-2.274769,,,./0.png
121.74417105,-2.26771792777778,19279.000000,121.744171,-2.267718,,,./0.png
121.73802975,-2.22235044722222,19280.000000,121.738030,-2.222350,,,./0.png
121.691138475,-2.25340001111111,19281.000000,121.691138,-2.253400,,,./0.png
121.666161255556,-2.20629543333333,19282.000000,121.666161,-2.206295,,,./0.png
121.619467377778,-2.22906500833333,19283.000000,121.619467,-2.229065,,,./0.png
121.599052141667,-2.18500835833333,19284.000000,121.599052,-2.185008,,,./0.png
121.558940230556,-2.21257174166667,19285.000000,121.558940,-2.212572,,,./0.png
121.528781694444,-2.17930075555556,19286.000000,121.528782,-2.179301,,,./0.png
121.541662172222,-2.11497154166667,19287.000000,121.541662,-2.114972,,,./0.png
121.495921736111,-2.14792455555556,19288.000000,121.495922,-2.147925,,,./0.png
121.466038011111,-2.03416909722222,19289.000000,121.466038,-2.034169,,,./0.png
121.446237197222,-2.07519285277778,19290.000000,121.446237,-2.075193,,,./0.png
121.388400716667,-2.07764211111111,19291.000000,121.388401,-2.077642,,,./0.png
121.286997933333,-2.08961571388889,19292.000000,121.286998,-2.089616,,,./0.png
121.370533036111,-2.04063521944444,19293.000000,121.370533,-2.040635,,,./0.png
121.323445680556,-2.04465810555556,19294.000000,121.323446,-2.044658,,,./0.png
120.082057358333,-0.028818155555556,19322.000000,120.082057,-0.028818,,,./0.png
120.032439744444,-0.073617497222222,19323.000000,120.032440,-0.073617,,,./0.png
120.032756111111,-0.140688083333333,19324.000000,120.032756,-0.140688,,,./0.png
120.006615483333,-0.199492977777778,19325.000000,120.006615,-0.199493,,,./0.png
120.005964769444,-0.275063575,19326.000000,120.005965,-0.275064,,,./0.png
120.024546255556,-0.337253108333333,19327.000000,120.024546,-0.337253,,,./0.png
120.045465894444,-0.406195502777778,19328.000000,120.045466,-0.406196,,,./0.png
120.059765316667,-0.473254016666667,19329.000000,120.059765,-0.473254,,,./0.png
120.047294369444,-0.539851033333333,19330.000000,120.047294,-0.539851,,,./0.png
120.059797983333,-0.607907766666667,19331.000000,120.059798,-0.607908,,,./0.png
120.036978836111,-0.723727233333333,19332.000000,120.036979,-0.723727,,,./0.png
120.078511594444,-0.676060138888889,19333.000000,120.078512,-0.676060,,,./0.png
120.114544394444,-0.750956716666667,19334.000000,120.114544,-0.750957,,,./0.png
120.159947913889,-0.796463922222222,19335.000000,120.159948,-0.796464,,,./0.png
120.16543345,-0.858063788888889,19336.000000,120.165433,-0.858064,,,./0.png
120.225060922222,-0.875556263888889,19337.000000,120.225061,-0.875556,,,./0.png
120.216920436111,-0.940657072222222,19338.000000,120.216920,-0.940657,,,./0.png
120.281918977778,-0.944792297222222,19339.000000,120.281919,-0.944792,,,./0.png
120.335972538889,-0.985748313888889,19340.000000,120.335973,-0.985748,,,./0.png
120.422174005556,-0.951841641666667,19341.000000,120.422174,-0.951842,,,./0.png
120.395949916667,-1.03195126944444,19342.000000,120.395950,-1.031951,,,./0.png
120.521578227778,-1.03665243333333,19343.000000,120.521578,-1.036652,,,./0.png
120.462698152778,-1.06098788055556,19344.000000,120.462698,-1.060988,,,./0.png
120.562632755556,-1.09968058333333,19345.000000,120.562633,-1.099681,,,./0.png
